frame,frame_checksum,normal_unique_teps,normal_scoring_calls,normal_bound_checks,normal_pdb_lookups,normal_bound_cycles,compact_unique_teps,compact_scoring_calls,compact_bound_checks,compact_table_lookups,compact_allocations,cycles_p1,cycles_p2,cycles_p4,cycles_p8,cycles_p16,word_mismatch,metric_mismatch,tie_mismatch
432,16502892708404031661,558236,559311,42619,535353,82362,542667,543742,42619,3138792,38208,330786,221431,167135,140093,127239,0,0,0
433,13755743583511438817,330115,331190,39959,420290,64660,219030,220105,39959,3142148,38080,319559,207046,150466,122216,108972,0,0,0
434,8575881770625394766,392192,393267,40730,449020,69080,322280,323355,40730,3059940,38186,320809,209868,154565,126605,113497,0,0,0
435,12930422413085855894,503089,504164,42231,513097,78938,459362,460437,42231,3155283,38208,332163,221018,164776,137021,124282,0,0,0
436,16527980111456244306,304785,305860,40621,473148,72792,196493,197568,40601,3169888,38026,331041,216454,159422,131166,117919,0,0,0
437,12827618175221192457,301085,302160,39598,428883,65982,211984,213059,39375,2989406,37977,315609,204874,150213,123564,110371,0,0,0
438,1640052262248284527,391348,392423,41015,488618,75172,301147,302222,41015,3107537,38054,328328,215854,160561,132718,119895,0,0,0
439,1842505506550913104,293746,294821,40074,432744,66576,187832,188907,40074,3047089,37065,319418,207394,151306,123833,110776,0,0,0
440,862577383826786802,451260,452335,41938,505336,77744,370420,371495,41938,3065822,38206,338519,222597,165200,136238,123086,0,0,0
441,15704067235076084581,276473,277548,39706,427700,65800,168709,169784,39706,3175910,37685,321263,208259,151471,123891,110619,0,0,0
442,11039836456983717512,422359,423434,41756,496327,76358,330498,331573,41756,3116906,38172,323044,213905,160031,133406,120353,0,0,0
443,8429990098390160991,463987,465062,41834,519571,79934,394752,395827,41834,3115906,38208,326907,218346,164557,138070,124811,0,0,0
444,402001745080597206,142767,143842,34762,277615,42710,77664,78739,33409,2915810,35077,288369,179234,124152,96983,83923,0,0,0
445,6832657854039499684,287714,288789,39683,445029,68466,181980,183055,39522,3091528,37812,313954,205699,152261,125069,112311,0,0,0
446,4264903550742556352,482150,483225,41466,510874,78596,443690,444765,41466,3197268,38184,335832,222089,165411,136826,123916,0,0,0
447,7215959946105249024,444054,445129,41869,514748,79192,368970,370045,41869,3215595,38180,335512,222688,166141,137611,124506,0,0,0
448,10321603544327011239,341674,342749,40641,468884,72136,240527,241602,40641,3133580,38036,325686,213324,157687,130265,117305,0,0,0
449,9205100931856832500,524191,525266,41882,516152,79408,500730,501805,41882,3158803,38208,334181,221408,165762,137804,124285,0,0,0
450,6528348096878753853,519583,520658,42702,528541,81314,493651,494726,42702,3187131,38206,336271,223734,167093,139715,126656,0,0,0
451,4323231653390056700,462207,463282,40794,484744,74576,391107,392182,40794,3025956,38167,318286,211542,157943,130915,118185,0,0,0
452,9508430182063585858,252927,254002,39939,437086,67244,117869,118944,39887,2965762,37507,309939,203322,149066,123342,110484,0,0,0
453,15808358453286145616,469426,470501,42144,513071,78934,410144,411219,42144,3113561,38200,329796,218798,163896,136518,123366,0,0,0
454,2426662229176337751,536452,537527,42689,542893,83522,512186,513261,42689,3201550,38198,338523,225367,169572,141607,128389,0,0,0
455,12145149183643533602,237936,239011,40396,425152,65408,130428,131503,40379,3027997,37995,313895,204977,149734,122919,109613,0,0,0
456,6288330280080448374,233978,235053,39804,432003,66462,130914,131989,39704,2913581,36835,310189,202265,148747,122337,109815,0,0,0
457,13220811111560496290,313079,314154,40775,470691,72414,186604,187679,40775,3063616,37710,322776,212059,156319,129306,116347,0,0,0
458,17070344243938455497,523847,524922,42275,526058,80932,487433,488508,42275,3250242,38206,334831,222606,166260,138866,125807,0,0,0
459,11054334560361028485,369577,370652,38187,413660,63640,323855,324930,37469,3109291,37728,314648,203750,148177,119983,107260,0,0,0
460,9257505739477936285,456198,457273,42027,509210,78340,379345,380420,42027,3164237,38208,334226,220615,164820,137065,123684,0,0,0
461,9357522388781342737,325117,326192,39690,414245,63730,187824,188899,39690,3053383,38174,314471,203491,148880,121513,108136,0,0,0
462,2436701624206805372,505962,507037,42393,532584,81936,473725,474800,42393,3136482,38208,333513,222409,167075,139146,125968,0,0,0
463,10125862693187976394,211711,212786,37261,353925,54450,126969,128044,36459,2981450,37324,301145,192168,137945,110963,97990,0,0,0
464,11147650712621638095,856,856,16165,0,0,856,856,16165,0,0,0,0,0,0,0,0,0,0
465,14690643096254490349,277066,278141,37674,338325,52050,167996,169071,36725,2984295,37716,304042,192413,136503,108950,95710,0,0,0
466,16147600754798846308,25389,26462,16739,54197,8338,14602,15664,14277,1156847,8924,109533,62345,38769,27196,21955,0,0,0
467,6452645926150258700,334736,335811,40887,500058,76932,218568,219643,40887,3178901,38017,330608,218303,162106,135096,122072,0,0,0
468,17295410370606523762,507036,508111,42488,523835,80590,462113,463188,42488,3139109,38208,328361,219525,164314,138233,125467,0,0,0
469,1055117917312492432,429131,430206,40959,484614,74556,343741,344816,40942,3226462,38170,332904,218354,161046,132746,119367,0,0,0
470,10671692971768197741,15057,16129,15515,46358,7132,10614,11679,13349,1150445,8019,106985,60374,37170,25079,19617,0,0,0
471,9336058891440692173,438695,439770,41746,502021,77234,366623,367698,41746,3132736,38198,324303,215596,161054,133934,120876,0,0,0
472,12633703443406934305,423604,424679,41548,510692,78568,332116,333191,41548,3180625,38198,332167,220138,164219,136920,123902,0,0,0
473,6744315282971989660,481470,482545,42062,518219,79726,429652,430727,42062,3065318,38188,324245,217102,164025,136802,124146,0,0,0
474,3245961272664703122,307742,308817,40106,434629,66866,202612,203687,40106,3054400,37752,318913,207366,151583,124620,111285,0,0,0
475,4236320961268233163,292103,293178,40048,434005,66770,179982,181057,40010,3207970,38124,321559,208619,152694,124426,111522,0,0,0
476,9351004130392739992,518344,519419,42417,520052,80008,489498,490573,42417,3161819,38208,331305,220644,165091,137755,124885,0,0,0
477,17028271449931766306,384748,385823,40299,433953,66762,323448,324523,40260,3115017,38084,323381,209914,153243,125028,111931,0,0,0
478,3184308700634912726,469388,470463,41380,458016,70464,405951,407026,41380,3121555,38170,327473,213899,156703,128506,115770,0,0,0
479,18372444470292275173,431251,432326,41324,510419,78526,355087,356162,41324,3151653,38200,331352,219547,163496,136017,122958,0,0,0
480,9250875971031251573,489300,490375,42264,530452,81608,425367,426442,42264,3133460,38204,330757,221036,166663,139540,126481,0,0,0
481,2499737935806342049,373248,374323,41362,480376,73904,248570,249645,41362,3048795,38130,321166,212177,158032,131198,118265,0,0,0
482,8005150474762001738,521616,522691,42380,513162,78948,491035,492110,42380,3250288,38200,340961,224415,166686,137761,124782,0,0,0
483,13862453793831045576,379638,380713,36865,377338,58052,337080,338155,35625,3004521,36943,306557,196620,141405,114427,101728,0,0,0
484,16727794210000097239,342325,343400,39864,467701,71954,243413,244488,39814,3094014,38158,322795,212388,157169,128934,115879,0,0,0
485,8505568299410626855,297105,298180,40012,422903,65062,181254,182329,40012,3035226,38110,313424,203842,149224,122134,108995,0,0,0
486,6706435875522853583,263638,264713,39338,422838,65052,146721,147796,39116,2948396,38102,307927,200540,148118,122287,109566,0,0,0
487,4658475360475669991,53314,54389,23336,126880,19520,27722,28797,21442,2060164,18928,203027,118618,76550,55595,45342,0,0,0
488,8346525333782740961,403750,404825,41108,489775,75350,320082,321157,41108,3206108,38196,335324,220414,162707,134159,121180,0,0,0
489,16538745875297726597,500422,501497,42145,507923,78142,460061,461136,42145,3194474,38196,334393,220861,164627,136383,123473,0,0,0
490,7330059832843171160,276971,278046,39035,404729,62266,156255,157330,38961,3067571,37932,311770,201324,146388,119318,106365,0,0,0
491,5799913425808020461,416330,417405,40716,485121,74634,317186,318261,40716,3098202,38150,323997,213875,159430,132318,119453,0,0,0
492,11576783333258463119,319748,320823,39060,420602,64708,217955,219030,38888,3008252,37884,313836,203834,148843,121878,109144,0,0,0
493,13988369725958645690,134227,135302,31222,223717,34418,78180,79255,28465,2676167,30888,265945,162222,109801,83399,70917,0,0,0
494,5898872008016334193,231294,232369,39191,373984,57536,125023,126098,39106,2990185,37481,310754,198680,142725,114645,101623,0,0,0
495,15822893775796851788,504748,505823,42352,525356,80824,464889,465964,42352,3236032,38208,332841,221445,166367,138612,125701,0,0,0
496,16281339674383222854,511453,512528,41818,524550,80700,479430,480505,41818,3226706,38204,333471,221831,166185,138427,125573,0,0,0
497,7937224572244188468,286437,287512,40339,484198,74492,165887,166962,40322,3112266,38131,322611,213211,158084,131645,118815,0,0,0
498,2472945768402643684,393070,394145,40383,450632,69328,289321,290396,40383,3039653,38186,313665,206368,152402,125767,112958,0,0,0
499,18318652739687993667,148897,149972,34784,287924,44296,71925,73000,32069,2703199,34186,279169,174436,122052,95680,83338,0,0,0
500,3770895321614423100,527478,528553,42466,531284,81736,505062,506137,42466,3201836,38152,337699,223949,167486,139535,126557,0,0,0
501,12278608987047259568,314537,315612,38383,379977,58458,201198,202273,38224,3090772,37690,313968,200238,144121,115970,102682,0,0,0
502,1072940585732709761,144476,145551,34728,291330,44820,81115,82190,32163,2847322,34598,284702,177728,124395,98025,84884,0,0,0
503,18034076125913544045,443929,445004,41897,514904,79216,363775,364850,41897,3208494,38198,340903,224570,166617,137701,124550,0,0,0
504,16033599779080455186,426589,427664,41891,508963,78302,327477,328552,41891,3196046,38188,338277,223125,165384,137143,123626,0,0,0
505,10339549290442410553,162424,163499,35222,296842,45668,88059,89134,33462,2900119,35197,293092,182887,127639,100095,87103,0,0,0
506,15253381621617792018,373372,374447,41659,478023,73542,253254,254329,41659,3077432,38058,319527,211108,157467,130639,117832,0,0,0
507,8437527690273272990,434525,435600,41917,522860,80440,357303,358378,41917,3133798,38198,333279,221285,165617,138285,125307,0,0,0
508,10092416097232429819,458160,459235,41384,498680,76720,400315,401390,41384,3219864,38204,339927,222616,164648,135733,122060,0,0,0
509,15846737518840069779,283415,284490,39937,375180,57720,161490,162565,39900,3001089,37148,306203,195996,141794,114663,101500,0,0,0
510,17534456451358536111,100718,101793,31789,247767,38118,57701,58776,28826,2776744,31948,277060,169624,115772,88942,75906,0,0,0
511,11873213722005862356,531298,532373,42630,530231,81574,504471,505546,42630,3171584,38208,329930,220633,166237,139389,126451,0,0,0
512,14486592820706631026,216554,217629,34635,282802,43508,131629,132704,31449,2851255,35103,284057,176625,123218,97102,84319,0,0,0
513,4025204711630103363,55288,56363,22210,125554,19316,27469,28544,20007,2047900,19199,196659,115601,75135,54404,44510,0,0,0
514,3828652574031787416,191213,192288,37285,365469,56226,95664,96739,36508,2906416,37438,299421,192220,138925,112196,99430,0,0,0
515,11313400724548692022,384497,385572,40311,437567,67318,280712,281787,40311,3097183,38144,322039,209567,153419,125997,113093,0,0,0
516,11638525164681218160,237333,238408,39335,429936,66144,137210,138285,38999,3117237,37269,312390,203703,149345,121939,109200,0,0,0
517,7716935903689708717,428235,429310,40804,484757,74578,334489,335564,40804,3114943,38154,334835,219650,162147,133648,119401,0,0,0
518,4058011865849492032,526933,528008,42482,537602,82708,496044,497119,42482,3158737,38190,329140,220263,166413,139818,127130,0,0,0
519,9066656729121781112,295941,297016,39685,391170,60180,193933,195008,39600,2963139,38058,307814,199147,144126,116900,104004,0,0,0
520,546857205464664645,497272,498347,42023,523224,80496,458105,459180,42023,3250282,38204,337324,223944,167251,139002,125369,0,0,0
521,4034299698145399307,488024,489099,41854,508339,78206,434622,435697,41854,3117545,38158,326072,217115,162807,136371,123033,0,0,0
522,17476387217748300711,127821,128896,33604,283023,43542,65361,66436,31562,2897980,35218,290186,180418,125926,98658,84898,0,0,0
523,10697020065405924224,552388,553463,42803,536835,82590,532273,533348,42803,3190183,38204,333394,222477,166925,140481,127463,0,0,0
524,15931168935008656396,523630,524705,42317,539175,82950,490160,491235,42317,3196875,38196,333662,222480,167834,140355,127378,0,0,0
525,17786954505656660641,434998,436073,41962,513799,79046,362082,363157,41962,3164405,38144,328839,218474,163670,137008,123859,0,0,0
526,12029076610089283439,231491,232566,37847,339482,52228,134278,135353,37152,3009061,37046,306403,193277,137331,109032,96205,0,0,0
527,5819353566424271941,124888,125963,34768,295867,45518,61869,62944,32919,2911926,35271,288306,180279,126570,99528,86849,0,0,0
528,16016040061679728463,523106,524181,42482,530842,81668,499190,500265,42482,3230632,38136,343053,226467,168819,139917,126940,0,0,0
529,8536439472106739349,451721,452796,41354,473122,72788,362667,363742,41354,3011989,37924,312187,207539,154532,128884,116156,0,0,0
530,2176703079267279479,456878,457953,41928,513357,78978,378934,380009,41928,3104017,38164,336469,222108,165180,137184,123809,0,0,0
531,6369700480421593747,363199,364274,39030,423306,65124,252384,253459,38942,3099071,38011,317517,205456,150033,122104,109300,0,0,0
532,2730986519077290424,539478,540553,42665,543036,83544,514673,515748,42665,3216358,38206,338345,225940,169688,141678,128419,0,0,0
533,12849045245733171294,443385,444460,41723,509171,78334,365714,366789,41723,3117372,38198,326942,216913,162333,135528,122764,0,0,0
534,7832465412992783714,45884,46958,23537,106821,16434,24923,25986,21634,1944194,16966,193207,111639,70821,49819,39899,0,0,0
535,7497195367722180584,312424,313499,38752,394290,60660,208071,209146,38434,3081163,38042,317212,203885,147443,118878,105735,0,0,0
536,8227261731462856155,679121,1185618,42208,516165,79410,679121,1148606,42208,3237359,38202,333402,221040,165104,137727,124748,0,0,0
537,17485264431857448076,425976,427051,41797,496093,76322,337238,338313,41797,3170968,38144,334602,220462,163555,135275,121602,0,0,0
538,4825051417355408953,89586,90653,28692,201721,31034,50098,51165,26219,2504078,27939,246156,149115,100880,76522,64360,0,0,0
539,2335761521077289282,220874,221949,38167,405028,62312,135343,136418,37618,3056990,37792,313650,202705,146634,120155,106493,0,0,0
540,5336102852231288255,545492,546567,42436,537693,82722,528735,529810,42436,3273316,38208,337219,225167,169215,141244,128066,0,0,0
541,8879022569292388333,396949,398024,41152,479843,73822,303210,304285,41152,3184567,38088,328964,215930,159536,131908,118577,0,0,0
542,3361348252604213287,456562,457637,41375,472199,72646,397562,398637,41375,3117777,38204,317806,209634,155732,128690,116294,0,0,0
543,10122067216521551917,362107,363182,40759,429793,66122,257553,258628,40743,3153006,37770,322276,208343,152160,124012,111006,0,0,0
544,9493247934603932636,322940,324015,39773,417612,64248,210018,211093,39756,3044305,37832,314298,203767,149031,121616,108725,0,0,0
545,10146694556736176973,447722,448797,41530,504335,77590,375236,376311,41530,3140325,38198,327658,217234,162539,135457,122020,0,0,0
546,8003997507413352174,136603,137678,35831,300677,46258,65935,67010,34232,2919220,36754,291307,181933,128300,101661,88746,0,0,0
547,6603960482610020736,498675,499750,42013,522717,80418,448674,449749,42013,3169895,38196,329566,220127,165781,138301,125283,0,0,0
548,17211681883597533513,463379,464454,41750,516230,79420,385217,386292,41750,3108676,38184,325665,217287,163334,136601,123836,0,0,0
549,17389524673632328608,294844,295919,39906,438971,67534,181758,182833,39906,3010360,38066,317513,206914,152501,125061,112263,0,0,0
550,12080290410387591241,148806,149881,34379,289744,44576,83754,84829,31571,2850176,34969,286201,178417,124556,97538,84985,0,0,0
551,7652851813370030783,538188,539263,42388,528892,81368,520960,522035,42388,3152335,38206,335868,223276,166411,139050,126243,0,0,0
552,14065052034159838740,478880,479955,42066,512616,78864,419996,421071,42066,3103613,38174,323509,216251,162432,135799,122862,0,0,0
553,674705352967029218,396225,397300,41230,469508,72232,299135,300210,41230,3248000,38202,334804,218731,160204,131587,118068,0,0,0
554,7019131355554111573,551635,552710,42696,537290,82660,537197,538272,42696,3199070,38206,336386,223661,168367,140438,127098,0,0,0
555,5872738573094656266,19909,20981,17303,52065,8010,12948,14017,14478,1218947,8954,115473,65529,40087,27290,21754,0,0,0
556,1055675410619155363,396546,397621,40410,449995,69230,293977,295052,40410,3130366,38160,324015,211187,155168,127168,114059,0,0,0
557,12147048754990568428,345802,346877,41189,479141,73714,230211,231286,41189,3034361,38056,325462,214452,159327,131067,117594,0,0,0
558,12436428953288854489,509854,510929,41317,516763,79502,473586,474661,41263,3135754,38155,327044,218031,163535,136695,123844,0,0,0
559,2655781743932671180,196984,198059,38518,402987,61998,111152,112227,38088,2962856,37233,306700,198989,144562,117511,104762,0,0,0
560,11828024577298976742,66526,67601,25835,150995,23230,34962,36037,22392,2276552,22847,227324,134005,87177,63821,51943,0,0,0
561,15502345197839159256,317648,318723,39597,428155,65870,205723,206798,39543,3094907,37918,320683,208146,151560,123593,110377,0,0,0
562,14752344490270890083,52449,53518,25429,147992,22768,31606,32675,22836,2144947,21417,209606,124586,81981,60253,49389,0,0,0
563,14608729376926156580,445916,446991,40938,441142,67868,369221,370296,40938,3114588,38194,329358,213666,155743,126830,113198,0,0,0
564,3354891253350968017,451959,453034,42099,504153,77562,376224,377299,42099,3148438,38144,334659,220580,163847,135893,122375,0,0,0
565,16685265364716975585,427496,428571,41499,496678,76412,343961,345036,41499,3147860,38180,335279,220758,163248,135243,121727,0,0,0
566,14842864649018849840,380689,381764,40700,483886,74444,285964,287039,40700,3110235,38153,329371,216311,160412,132163,119265,0,0,0
567,5928217834996158424,464950,466025,41825,516152,79408,404118,405193,41825,3219286,38206,333432,220967,164571,137194,124283,0,0,0
568,17434504922175953168,322480,323555,40792,468455,72070,215123,216198,40775,3096392,38160,324593,212366,157279,129775,116870,0,0,0
569,7117658762721286890,494799,495874,42044,521924,80296,454429,455504,42044,3124200,38200,328340,219562,164391,137946,124728,0,0,0
570,10203736539240994775,396164,397239,40527,446407,68678,305972,307047,40511,3095064,37968,321123,209993,153880,126545,113296,0,0,0
571,11098166362092074578,437531,438606,41376,478647,73638,383192,384267,41376,3130529,38132,328786,216073,159557,131844,118906,0,0,0
572,1573018371868451774,493091,494166,42178,513227,78958,451954,453029,42178,3103710,38182,334993,221576,165137,137483,123809,0,0,0
573,11132766719071366564,297368,298443,39520,465595,71630,207323,208398,39329,3094540,37994,319387,209851,155048,128463,115568,0,0,0
574,14938748621248242089,454081,455156,41394,502229,77266,398738,399813,41394,3153580,38182,330176,218684,163242,135493,122584,0,0,0
575,15141505710327569973,502417,503492,42505,505921,77834,460135,461210,42505,3176257,38200,334087,220784,164049,135762,122703,0,0,0
576,2522339944516760991,361971,363046,41189,492986,75844,245371,246446,41189,3144152,38158,323260,213960,160265,132937,119826,0,0,0
577,3519511175855033996,340892,341967,39868,422734,65036,218591,219666,39868,3035821,37556,311116,203292,148384,121107,108403,0,0,0
578,11175799046987977717,540761,541836,42316,532350,81900,519445,520520,42316,3219384,38198,333709,222831,167755,139746,126767,0,0,0
579,12691594996910402128,406660,407735,41230,474019,72926,315154,316229,41230,3129452,38066,327244,214141,158175,130194,117224,0,0,0
580,824957630077728200,496338,497413,42396,517101,79554,457728,458803,42396,3230263,38200,330206,219516,164580,137044,123986,0,0,0
581,8963110194823669978,406736,407811,40828,463931,71374,298093,299168,40828,3130706,38186,321878,210876,155766,128504,115792,0,0,0
582,1689853167416151756,212127,213202,38120,388102,59708,113699,114774,37547,3009884,37468,310323,199342,143232,115829,102833,0,0,0
583,12705560270689399401,363672,364747,40814,426439,65606,270671,271746,40797,3120224,37953,322122,208800,152007,123804,110675,0,0,0
584,6679314516838931322,464056,465131,41890,513188,78952,392631,393706,41890,3144150,38208,339700,224326,166234,137946,124794,0,0,0
585,205395166280809722,539425,540500,42763,536081,82474,511798,512873,42763,3168685,38208,335166,223603,168035,140025,126914,0,0,0
586,17711132199357655307,392980,394055,41522,495924,76296,296435,297510,41522,3149126,38164,331993,218883,162170,133939,121129,0,0,0
587,5798949640987736678,85081,86156,29890,197548,30392,38766,39839,26568,2503511,28444,250439,151148,100809,76265,64127,0,0,0
588,3595770880642699403,62767,63841,23573,131898,20292,32151,33216,21618,2064132,20149,200136,118228,77128,56778,46512,0,0,0
589,8980185292352069850,481515,482590,41588,511355,78670,442742,443817,41588,3186336,38208,334487,222065,164875,137395,124014,0,0,0
590,1599472825661372013,472561,473636,41923,511524,78696,411330,412405,41923,3217678,38202,333955,221320,164956,136948,123567,0,0,0
591,861103738198066900,504673,505748,42424,521638,80252,461202,462277,42424,3213673,38202,337153,223563,166925,138956,126088,0,0,0
592,6278244716791771529,19949,21022,15198,49790,7660,12305,13367,13127,1170622,8519,110594,62736,38699,26656,20908,0,0,0
593,11997336858890284665,343968,345043,40330,451698,69492,251384,252459,40330,3099347,38178,318567,208968,154142,126878,113902,0,0,0
594,4205818518984144585,524218,525293,42787,524849,80746,490687,491762,42787,3116164,38168,327497,218274,163655,137670,124737,0,0,0
595,6066573667813954280,69359,70434,29243,199420,30680,36648,37723,26522,2615976,28541,253396,152709,102825,77380,65262,0,0,0
596,14609244935628395091,54799,55871,25087,157911,24294,28466,29538,22918,2257061,23559,218417,130463,86454,64477,53667,0,0,0
597,1903729602926661768,386208,387283,39570,398567,61318,325395,326470,39538,3003851,37820,312907,201431,146283,118991,105803,0,0,0
598,6375076593606782234,115693,116760,34000,286624,44096,57573,58640,32173,2932964,35898,294695,182840,127045,99667,86177,0,0,0
599,14100832679551978938,327734,328809,40252,475228,73112,203638,204713,40219,3090787,38129,342669,222298,162640,133037,118808,0,0,0
600,2124410564241919280,317567,318642,40433,433940,66760,219762,220837,40416,3145830,37954,327290,211354,154317,125076,111826,0,0,0
601,10157325067802047470,485246,486321,42283,515801,79354,437098,438173,42283,3194833,38002,333695,221398,165431,137216,123588,0,0,0
602,1388868243517417457,497123,498198,41898,524667,80718,455777,456852,41898,3158188,38200,330747,220429,165381,138525,125587,0,0,0
603,11455655323498358508,539279,540354,42244,530335,81590,526313,527388,42244,3129699,38204,336305,223671,167747,139832,126026,0,0,0
604,9196076904294381006,82451,83526,26984,179322,27588,41874,42949,24398,2411693,25277,241810,143908,95247,71190,59541,0,0,0
605,11261183002884324459,411595,412670,41363,509574,78396,321618,322693,41363,3062357,38176,328898,218337,162910,136011,123241,0,0,0
606,16935248220436306587,436743,437818,41072,453232,69728,361669,362744,41072,3053572,38030,327453,212534,156483,127945,114427,0,0,0
607,8665111219771671266,436495,437570,41686,500461,76994,341142,342217,41686,3205452,38186,333919,220580,163906,135364,121848,0,0,0
608,12344316843894040173,242147,243222,37466,361998,55692,146435,147510,36602,2983626,37247,303127,193410,138903,112030,99298,0,0,0
609,15442102946810924202,25607,26680,17464,68250,10500,15955,17019,14698,1383679,11153,134838,77037,48325,33494,26846,0,0,0
610,13260056475735686285,484432,485507,42148,495612,76248,431582,432657,42148,3109622,38192,325509,215336,160818,133482,120264,0,0,0
611,339397576250903691,116788,117863,33809,282503,43462,59438,60513,32008,2873232,34783,288750,178746,124995,97606,84419,0,0,0
612,221151923736725493,420015,421090,41402,479856,73824,331780,332855,41402,3098503,38060,325146,214340,158999,131697,118552,0,0,0
613,2441542289270940247,444817,445892,41113,455533,70082,366506,367581,41113,3095512,38158,319643,210180,155359,128287,114909,0,0,0
614,2745968620229765810,464771,465846,41765,485888,74752,400565,401640,41765,3102962,38158,324579,214531,159312,132199,119142,0,0,0
615,4713182381626846574,444525,445600,41864,519662,79948,368978,370053,41864,3186245,38144,342178,225740,167637,138777,125726,0,0,0
616,1993988078026143436,311556,312631,40108,405405,62370,196602,197677,40108,3015320,37662,309609,200881,146482,119215,106262,0,0,0
617,16003950986342310521,502627,503702,41957,527098,81092,468927,470002,41957,3147795,38202,333377,222523,167040,139073,125963,0,0,0
618,1448929979945337566,387783,388858,40979,495001,76154,286086,287161,40979,3144240,38196,332252,218528,161756,134637,121486,0,0,0
619,378026172324453297,424239,425314,41216,459966,70764,326395,327470,41216,3070037,38156,315408,208301,154193,127718,114744,0,0,0
620,11784367204706456919,421955,423030,41137,485901,74754,354062,355137,41137,3191549,38188,331774,217818,161375,132829,119611,0,0,0
621,5371584818921580350,217283,218358,36097,299975,46150,122030,123105,34731,2916829,35409,293132,183279,128232,101292,88211,0,0,0
622,8390587683762868493,430061,431136,41850,488540,75160,349440,350515,41850,3063737,38166,328475,217083,160884,132926,119995,0,0,0
623,5057135895183718154,5265,5979,22079,18746,2884,3409,4046,20162,584844,3587,53478,29688,17724,11812,8733,0,0,0
624,6973639689050442241,16,16,213,0,0,16,16,213,0,0,0,0,0,0,0,0,0,0
625,4575858298193425457,488308,489383,41868,512577,78858,426927,428002,41868,3020213,38208,322600,216077,162642,135788,122890,0,0,0
626,1459799507627575215,506964,508039,42411,539097,82938,464209,465284,42411,3162044,38206,332203,222237,167959,140246,127376,0,0,0
627,5685694842651379564,496878,497953,41954,520260,80040,458568,459643,41954,3090922,38208,335415,222219,165996,138028,124917,0,0,0
628,11801883293739270566,201993,203068,40098,404521,62234,97543,98618,40098,2958778,37551,311126,200961,146375,119258,106003,0,0,0
629,6592724588743389130,420795,421870,41726,494000,76000,333787,334862,41726,3124952,38082,324713,215199,160022,133275,120314,0,0,0
630,8330099591412088470,511269,512344,42324,537589,82706,471813,472888,42324,3186207,38208,337262,224279,168765,141109,128050,0,0,0
631,9266676392503724311,294155,295230,38751,370773,57042,196962,198037,38385,3034237,37972,310247,198153,142340,114963,101950,0,0,0
632,13359154327563834019,385277,386352,40540,477022,73388,302031,303106,40505,3140031,38186,324081,212836,158448,131562,118652,0,0,0
633,16899107902442753537,435497,436572,41546,470418,72372,354015,355090,41546,3117302,38060,322592,212395,156557,129463,116664,0,0,0
634,11618460855047005185,515523,516598,42438,532714,81956,473108,474183,42438,3183726,38198,334706,223055,167223,139256,126386,0,0,0
635,12756044663846706838,42235,43310,26435,140049,21546,26335,27400,23862,2165692,20802,210550,123785,81000,59063,48072,0,0,0
636,12379636975563747041,471205,472280,42083,497510,76540,419530,420605,42083,3118927,38192,332805,219358,162694,135084,121868,0,0,0
637,10127277570326081677,386814,387889,40217,461981,71074,288297,289372,40217,3080247,38202,321891,211592,156223,128887,115507,0,0,0
638,5978535484873843695,94913,95988,29151,195000,30000,47052,48115,26456,2594261,27336,259678,155157,103319,77156,64386,0,0,0
639,15856554720597671723,281086,282161,39695,407524,62696,180979,182054,39589,3048780,37187,313005,201879,147130,119713,106917,0,0,0
640,4076074947052337045,313764,314839,40057,447954,68916,196160,197235,40040,3086963,38038,319787,209063,153171,126366,113612,0,0,0
641,354247999281503521,129708,130783,36784,329238,50652,62346,63421,35367,2958285,36876,298484,188922,134102,106652,93495,0,0,0
642,15633040578676708371,457699,458774,40846,458679,70566,397290,398365,40846,3107602,38168,324671,212145,156742,128462,115403,0,0,0
643,12308432481696372414,433093,434168,41270,496717,76418,351822,352897,41270,3136931,38042,331064,218570,162135,134856,122094,0,0,0
644,17282118379056108663,124717,125792,31237,250510,38540,67688,68763,28778,2726119,31555,270476,166223,114359,88741,76259,0,0,0
645,3939000332160386728,431099,432174,41895,507533,78082,359545,360620,41895,3090761,38180,321942,214845,161330,134894,122086,0,0,0
646,2633944345621710373,481213,482288,41910,508521,78234,430926,432001,41910,3199403,38206,337285,222421,165552,136635,123576,0,0,0
647,6007702649608414427,679121,1109839,41038,500682,77028,679121,1025036,41038,3120485,38196,329836,218421,163168,135417,122359,0,0,0
648,5437565753968029016,450885,451960,41112,480831,73974,385647,386722,41112,3152128,38090,326257,214604,159261,131307,118296,0,0,0
649,16489468718597773885,275105,276180,36168,326963,50302,234028,235103,35176,2868589,36689,297158,187185,132652,105840,92953,0,0,0
650,2139026678767967536,268196,269271,38681,420563,64702,148584,149649,38440,3018210,37888,310727,203065,148649,122079,109052,0,0,0
651,12732998959073337617,547439,548514,41524,523185,80490,533544,534619,41436,3147074,38184,328049,219394,164582,137604,124838,0,0,0
652,12667186128461695927,459353,460428,41337,492206,75724,408463,409538,41337,3153825,38134,323836,214211,159911,133026,120090,0,0,0
653,965648848581406699,465989,467064,41726,508781,78274,409354,410429,41726,3159093,38206,331690,219194,164137,136260,123149,0,0,0
654,14688239453222220631,30421,31495,18664,73892,11368,18510,19584,16814,1497324,11820,142445,81328,51234,36331,28999,0,0,0
